Time,Day,Day,Day,Day,Day,Day,Night,Night,Night,Night,Night,Night,Average UCYN-A Day,Average Whole Culture Day,Average UCYN-A Night,Average Whole Culture Night,logFC_Day,logFC_Night,Pvalue_Day,Pvalue_Night,Significant_Day,Significant_Night,Sequence source
KC1-P2_N3_CL1865Contig1_1;KC1-P2-N_k49_Locus_590_Transcript_5_1,4881.396973,7198.859375,9132.494141,NaN,NaN,NaN,6932.11377,4455.037598,5364.696777,NaN,NaN,NaN,10357.09521,NaN,5583.949382,NaN,15.68349727,15.57386081,2.5539E-06,3.81306E-06,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_CL1949Contig1_1;KC1-P2-N_k37_Locus_5087_Transcript_14_1,4885.209473,14138.80566,12047.27051,NaN,NaN,NaN,9022.910156,4971.613281,4820.591309,NaN,NaN,NaN,44.02750015,NaN,6271.704915,NaN,16.20738786,15.70811849,9.79633E-07,2.96294E-06,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_CL1953Contig1_1,44.02750015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15238.17057,NaN,NaN,NaN,7.214524975,0,0.221564703,1,Not significant,Not significant,B. bigelowii transcriptomes
KC1-P2_N3_CL198Contig1_1;KC1-P2_N4_CL238Contig1_1,7300.798828,18140.7207,20272.99219,NaN,NaN,9784.535156,4158.237305,4198.823242,4760.818359,3016.300049,NaN,NaN,NaN,9784.535156,4372.626302,3016.300049,1.865439632,2.372826841,0.495940172,0.408641346,Not significant,Not significant,B. bigelowii transcriptomes
KC1-P2_N3_CL19Contig3_1,NaN,NaN,NaN,503233.6563,365204.9063,290019.625,NaN,NaN,NaN,610780.4375,609936.5625,636249.3125,NaN,386152.7292,NaN,618988.7708,-21.63798857,-22.138078,2.64773E-13,2.98421E-14,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_CL19Contig7_1,NaN,NaN,NaN,22634.72461,7105.089355,8133.878906,NaN,NaN,NaN,122564.5703,67670.85938,66886.55469,NaN,12624.56429,NaN,85707.32812,-16.66882571,-19.2857727,3.55477E-07,6.27574E-11,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_CL2073Contig1_1;KC1-P2-N_k49_Locus_4961_Transcript_1_1,NaN,NaN,NaN,679.7581177,NaN,4315.162109,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2497.460113,NaN,NaN,-13.88190307,0,0.010584329,1,Whole culture,Not significant,B. bigelowii transcriptomes
KC1-P2_N3_CL2320Contig1_1;KC1-P2-N_k43_Locus_18293_Transcript_4_1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20452.52539,NaN,16531.52344,11046.37785,NaN,NaN,18492.02442,0,-16.51933188,1,0.00025321,Not significant,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_CL2413Contig1_1,2893.78418,1848.663818,28396.68555,NaN,NaN,NaN,25088.87109,20852.97461,12289.61035,NaN,NaN,NaN,NaN,NaN,19410.48535,NaN,16.13110877,17.32758121,3.62634E-06,7.44812E-08,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_CL2819Contig1_1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6764.345215,NaN,8974.09375,NaN,NaN,NaN,7869.219483,0,-15.29389484,1,0.000612803,Not significant,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_CL3283Contig1_1,NaN,NaN,NaN,11953.13184,NaN,120609.5469,NaN,NaN,NaN,NaN,NaN,NaN,NaN,66281.33937,NaN,NaN,-18.62335701,0,2.51655E-05,1,Whole culture,Not significant,B. bigelowii transcriptomes
KC1-P2_N3_CL328Contig1_1,NaN,NaN,NaN,17178.99023,32116.18359,15827.51855,NaN,NaN,NaN,25220.30664,19505.24023,28339.71484,17232.59505,21707.56412,NaN,24355.08724,-17.51669132,-17.47787089,5.48709E-08,7.00382E-08,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_CL330Contig1_1,8617.361328,14439.08789,28641.33594,NaN,NaN,NaN,20072.55078,12683.58887,22068.38086,NaN,NaN,NaN,5121.726441,NaN,18274.84017,NaN,16.9027291,17.32112437,1.22885E-07,9.62722E-08,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_CL3544Contig1_1,578.8365479,6943.770508,7842.572266,12886.43164,9737.459961,7105.339355,10572.00195,10101.36621,9204.110352,9743.158203,1674.769531,6824.34375,NaN,9909.743652,9959.159504,6080.757161,-1.259733562,0.923752629,0.445363255,0.580743283,Not significant,Not significant,B. bigelowii transcriptomes
KC1-P2_N3_CL3608Contig1_1,NaN,NaN,NaN,71235.59375,19953.66016,59920.63672,NaN,NaN,NaN,19289.45117,41832.35156,25973.31445,NaN,50369.96354,NaN,29031.70573,-18.70386223,-17.70947654,3.18165E-10,2.28051E-08,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_CL4018Contig1_1,NaN,NaN,NaN,47905.29297,14618.39258,74486.1875,NaN,NaN,NaN,93349.49219,115416.9375,107723.5703,605.1209641,45669.95768,NaN,105496.6667,-18.59678103,-19.58243971,1.52798E-09,1.84557E-11,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_CL4041Contig1_1;KC1-P2_N4_CL4755Contig1_1,958.1603394,252.0815887,NaN,NaN,NaN,NaN,1332.986206,1608.087158,1739.899292,NaN,NaN,NaN,NaN,NaN,1560.324219,NaN,11.90520081,13.77096099,0.034147973,5.00654E-05,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_CL4167Contig1_1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5756.371582,4469.095215,4592.825195,496.3710022,NaN,NaN,4939.430664,0,-15.1688149,1,5.20118E-06,Not significant,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_CL4252Contig1_1;KC1-P2_N4_k25_Locus_3962_Transcript_2_1,NaN,496.3710022,NaN,7038.637695,7561.143066,14783.5,NaN,NaN,NaN,2914.319824,NaN,13.78381824,3499.026571,9794.42692,NaN,1464.051821,-6.133068557,-12.83467238,0.046609442,0.009344132,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_CL44Contig1_1;KC1-P2-N_CL4Contig39_1,1549.099731,4099.431641,4848.54834,16514.03711,9325.652344,14748.28516,6319.847168,7410.603516,5228.15918,11146.92578,16060.86426,12670.94238,19414.514,13529.32487,6319.536621,13292.91081,-2.199913591,-0.842843483,0.173694894,0.594391309,Not significant,Not significant,B. bigelowii transcriptomes
KC1-P2_N3_CL4907Contig1_1,12027.45215,20630.0957,25585.99414,15775.88574,13856.06055,2419.180908,4536.816406,3141.955078,3147.109375,3605.078857,7698.064453,NaN,58736.69596,10683.70907,3608.626953,5651.571655,0.688793853,0.202501698,0.654292996,0.92861319,Not significant,Not significant,B. bigelowii transcriptomes
KC1-P2_N3_CL4949Contig1_1,21725.86133,74958.3125,79525.91406,53216.24609,39074.06641,35759.37109,11475.94434,12984.68066,16720.98633,29015.0918,37930.54297,30410.09375,8383.406412,42683.22786,13727.20378,32451.90951,0.209724745,-0.956781994,0.877927496,0.511225872,Not significant,Not significant,B. bigelowii transcriptomes
KC1-P2_N3_CL4967Contig1_1;KC1-P2-N_k69_Locus_11002_Transcript_2_1,5432.36084,8489.916016,11227.94238,NaN,NaN,NaN,20461.29883,10998.00684,13646.83594,NaN,NaN,NaN,3186.04126,NaN,15035.38054,NaN,15.91772257,16.99071911,1.51806E-06,2.81394E-07,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_CL4978Contig1_1,NaN,3186.04126,NaN,66962.92969,91721.57031,112932.2891,5172.894531,NaN,2100.597656,66788.40625,41736.56641,50528.14453,NaN,90538.9297,3636.746094,53017.70573,-6.652479748,-4.279610073,0.02096794,0.049498581,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_CL4980Contig1_1,NaN,NaN,NaN,2675.15918,3670.724854,3891.10498,NaN,NaN,NaN,17070.52344,22827.24414,17247.88281,NaN,3412.329671,NaN,19048.55013,-14.85830099,-17.10801665,7.27478E-05,2.05445E-07,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_CL5039Contig1_1;KC1-P2_N3_k31_Locus_1841_Transcript_6_1,NaN,NaN,NaN,18385.62109,39901.86328,23117.38672,NaN,NaN,NaN,37462.86328,43507.66406,27851.65625,NaN,27134.95703,NaN,36274.0612,-17.84882587,-18.03449513,1.73975E-08,9.86794E-09,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_CL5090Contig1_1,NaN,NaN,NaN,26870.83594,49708.1875,19190.67188,NaN,NaN,NaN,44612.16797,65588.35938,25484.44727,NaN,31923.23177,NaN,45228.32487,-18.0666796,-18.34218359,1.00378E-08,3.26982E-09,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_CL5120Contig1_1,NaN,NaN,NaN,3555.989746,2914.245605,3163.30249,NaN,NaN,NaN,10332.9375,10148.75879,5216.003906,NaN,3211.17928,NaN,8565.900065,-14.74656,-15.9494532,8.80495E-05,3.18018E-06,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_CL5159Contig1_1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,351.2614136,NaN,NaN,NaN,NaN,NaN,NaN,351.2614136,NaN,0,9.935770706,1,0.046886425,Not significant,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_CL5220Contig1_1,NaN,NaN,NaN,6670.499023,4824.252441,26733.80078,NaN,NaN,NaN,21918.89844,22112.83008,11210.69043,NaN,12742.85075,NaN,18414.13965,-16.79895607,-17.05315947,5.13943E-07,3.16856E-07,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_CL5281Contig1_1;KC1-P2-N_CL2880Contig1_1,NaN,NaN,NaN,101217.2656,102483.2891,273620.6563,NaN,393.6747437,NaN,85383.60156,104829.5234,105395.4766,2309.345215,159107.0703,393.6747437,98536.20052,-20.42498893,-9.385494275,1.57078E-11,0.001351116,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_CL5362Contig1_1;KC1-P2_N3_k31_Locus_8509_Transcript_2_1,2309.345215,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.91883616,0,0.080186915,1,Not significant,Not significant,B. bigelowii transcriptomes
KC1-P2_N3_CL5430Contig1_1,NaN,NaN,NaN,445468.1875,279443.0938,327432.9063,NaN,1570.34021,817.6053467,438401.5,400935.375,555806.5,NaN,350781.3959,1193.972778,465047.7917,-21.50625643,-8.904754842,2.82384E-13,0.000259269,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_CL564Contig1_1;KC1-P2-N_k31_Locus_5064_Transcript_13_1,NaN,NaN,NaN,45699.38672,85049.47656,74393.11719,NaN,12353.48828,NaN,51956.69141,40826.09766,39452.21484,12649.73771,68380.66016,12353.48828,44078.33464,-19.18880956,-3.254688021,5.79183E-11,0.225640739,Whole culture,Not significant,B. bigelowii transcriptomes
KC1-P2_N3_CL6303Contig1_1;KC1-P2-N_k43_Locus_12941_Transcript_1_1,2043.340088,10333.92773,25571.94531,NaN,NaN,NaN,14407.78711,NaN,5847.213867,NaN,NaN,NaN,2834.777588,NaN,10127.50049,NaN,16.36047445,15.79414203,1.45401E-06,0.000447437,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_CL6366Contig1_1,2399.134277,NaN,3270.420898,NaN,NaN,NaN,3784.874268,5006.245117,3630.666016,NaN,NaN,NaN,NaN,NaN,4140.595134,NaN,13.84036108,15.14698803,0.011598157,4.8008E-06,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_CL775Contig1_1;KC1-P2_N4_k49_Locus_7320_Transcript_2_1,NaN,NaN,NaN,NaN,13358.05859,NaN,2110.419678,2638.585449,3331.008545,40533.27344,59433.95313,31667.66211,NaN,13358.05859,2693.337891,43878.29623,-15.26148949,-3.727862619,0.008487762,0.020126825,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_CL775Contig2_1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24355.58203,20887.95508,28697.44336,220.3937454,NaN,NaN,24646.99349,0,-17.49388392,1,6.1411E-08,Not significant,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_CL7Contig15_1;KC1-P2_N4_k25_Locus_1650_Transcript_2_1;KC1-P2-N_CL6Contig26_1,306.932312,133.8551788,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1045.566406,NaN,NaN,NaN,10.40970004,0,0.055162913,1,Not significant,Not significant,B. bigelowii transcriptomes
KC1-P2_N3_CL890Contig1_1,1045.566406,NaN,NaN,NaN,NaN,NaN,1292.11499,1914.862549,1263.252563,NaN,NaN,NaN,818.062022,NaN,1490.076701,NaN,11.77584333,13.67114602,0.123021107,4.63968E-05,Not significant,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k25_Locus_1054_Transcript_7_1;KC1-P2-N_k25_Locus_8129_Transcript_5_1,1479.555176,662.8518066,311.7790833,NaN,NaN,NaN,1243.754883,821.378418,552.2026978,NaN,NaN,NaN,2231.854004,NaN,872.4453329,NaN,12.81951249,12.84582828,0.003559536,7.99916E-05,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k25_Locus_10907_Transcript_1_1,2231.854004,NaN,NaN,NaN,NaN,NaN,2644.05835,3075.104736,1110.840332,NaN,NaN,NaN,1,NaN,2276.667806,NaN,12.86960091,14.22334233,0.082239623,3.58659E-05,Not significant,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k25_Locus_11130_Transcript_1_1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.09133945,0,0.44171494,1,Not significant,Not significant,B. bigelowii transcriptomes
KC1-P2_N3_k25_Locus_1121_Transcript_10_1,NaN,NaN,NaN,4163.541992,1488.817017,2808.949219,NaN,NaN,NaN,NaN,NaN,NaN,755.507019,2820.436076,NaN,NaN,-14.5363453,0,0.000226983,1,Whole culture,Not significant,B. bigelowii transcriptomes
KC1-P2_N3_k25_Locus_11402_Transcript_4_1;KC1-P2_N4_CL491Contig1_1,755.507019,NaN,NaN,NaN,NaN,NaN,3504.364258,4167.43457,2332.586914,NaN,NaN,NaN,18015.88965,NaN,3334.795247,NaN,11.30721968,14.80624335,0.136001498,1.21967E-05,Not significant,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k25_Locus_11549_Transcript_1_1,5404.21582,32632.93164,16010.52148,NaN,NaN,NaN,5271.476563,497786,55709.82422,NaN,NaN,NaN,NaN,NaN,186255.7669,NaN,16.99999808,20.60676518,2.1179E-07,8.80608E-10,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k25_Locus_11574_Transcript_1_1;KC1-P2_N4_k31_Locus_5138_Transcript_3_1,NaN,NaN,NaN,45570.69141,28570.05078,71771.03125,NaN,NaN,NaN,89409.75,119259.6641,100657.6172,741.4524943,48637.25781,NaN,103109.0104,-18.69056725,-19.54691014,3.28869E-10,1.82415E-11,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_k25_Locus_12289_Transcript_1_1,475.8726807,835.4520264,913.0327759,NaN,NaN,NaN,376.7782898,446.412384,524.9505615,NaN,NaN,NaN,152.348999,NaN,449.3804118,NaN,12.42709463,11.9824718,0.003643645,0.000168609,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k25_Locus_1243_Transcript_5_1;KC1-P2_N3_k65_Locus_1227_Transcript_1_1,NaN,152.348999,NaN,15589.50488,5222.117676,5166.796875,NaN,NaN,NaN,155759.5781,75491.4375,68824.71875,10488.67285,8659.473144,NaN,100025.2448,-7.56453256,-19.50770863,0.016179735,3.16501E-11,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_k25_Locus_15032_Transcript_1_1,6463.879883,12506.46973,12495.66895,10496.4082,8672.864258,6424.057129,4529.205566,3802.75,3363.902344,8119.305664,10754.4082,NaN,4371.456177,8531.109862,3898.619303,9436.856932,0.105848323,-0.431196406,0.94425012,0.847465395,Not significant,Not significant,B. bigelowii transcriptomes
KC1-P2_N3_k25_Locus_1594_Transcript_5_1,7797.441895,3689.420898,1627.505737,NaN,NaN,NaN,11391.64941,8779.507813,6374.263672,NaN,NaN,NaN,11575.57279,NaN,8848.473632,NaN,15.23424734,16.2056362,2.33541E-05,1.63337E-06,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k25_Locus_1640_Transcript_3_1,1965.44397,12196.1416,20565.13281,NaN,NaN,NaN,11414.95996,12463.17383,13279.7793,NaN,NaN,NaN,11054.62614,NaN,12385.97103,NaN,16.25733977,16.75143308,1.34592E-06,6.0296E-07,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k25_Locus_1645_Transcript_1_1,7732.807129,12841.00684,12590.06445,NaN,NaN,NaN,11181.44824,10423.48438,8780.348633,NaN,NaN,NaN,5316.812866,NaN,10128.42708,NaN,16.3427647,16.42752275,7.0904E-07,7.6754E-07,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k25_Locus_1746_Transcript_1_1;KC1-P2-N_k25_Locus_19719_Transcript_2_1,7882.420898,NaN,2751.204834,NaN,NaN,NaN,2966.720947,3937.384521,3428.081055,NaN,NaN,NaN,4840.677816,NaN,3444.062174,NaN,14.9658276,14.89826537,0.001919005,8.60989E-06,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k25_Locus_18_Transcript_2_1,6097.26709,3976.592041,4448.174316,NaN,NaN,NaN,2008.23999,1715.123291,NaN,NaN,NaN,NaN,NaN,NaN,1861.681641,NaN,15.26096059,13.26069417,1.2275E-05,0.003000338,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k25_Locus_185_Transcript_1_1,NaN,NaN,NaN,12950.7334,16246.17969,49064.29297,NaN,NaN,NaN,86792.21094,67827.05469,64162.57813,14659.78296,26087.06869,NaN,72927.28125,-17.8288506,-19.05117975,2.689E-08,8.33209E-11,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_k25_Locus_1862_Transcript_8_1,3511.880127,17696.78125,22770.6875,NaN,NaN,NaN,7028.904785,5475.614258,877.3146362,NaN,NaN,NaN,150978.7005,NaN,4460.611226,NaN,16.63195469,15.13504459,6.00729E-07,9.25408E-06,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k25_Locus_2172_Transcript_1_1,117125.5078,150089.4688,185721.125,NaN,NaN,NaN,21190.9375,20031.26953,22972.27148,9031.039063,NaN,NaN,1050.966187,NaN,21398.1595,9031.039063,20.11956802,3.078101831,1.33984E-11,0.263662577,UCYN-A,Not significant,B. bigelowii transcriptomes
KC1-P2_N3_k25_Locus_2665_Transcript_1_1,NaN,1050.966187,NaN,NaN,NaN,NaN,42.44947052,NaN,80.87985229,359.0844727,NaN,NaN,23429.50228,NaN,61.66466141,359.0844727,11.34124433,-1.187917666,0.111214874,0.745260996,Not significant,Not significant,B. bigelowii transcriptomes
KC1-P2_N3_k25_Locus_3735_Transcript_4_1,15119.27637,35798.53906,19370.69141,NaN,NaN,NaN,21231.49609,19990.8418,23890.06055,NaN,NaN,NaN,37643.39583,NaN,21704.13281,NaN,17.44363551,17.56162729,1.04873E-07,3.29688E-08,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k25_Locus_4048_Transcript_6_1,694.9257813,54528.5,57706.76172,NaN,NaN,NaN,80812.1875,104488.0156,104778.5078,NaN,NaN,NaN,2702.02299,NaN,96692.90363,NaN,17.95305685,19.72137229,2.43656E-07,1.22153E-11,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k25_Locus_4065_Transcript_6_1,3478.697266,3105.955322,1521.416382,NaN,NaN,NaN,4747.878906,3791.119385,4389.101563,NaN,NaN,NaN,311.0046997,NaN,4309.366618,NaN,14.45185899,15.21358079,0.000353938,4.60352E-06,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k25_Locus_4224_Transcript_1_1;KC1-P2_N3_k31_Locus_4006_Transcript_3_1,311.0046997,NaN,NaN,NaN,NaN,NaN,395.3140259,192.9447937,417.0174561,NaN,NaN,NaN,NaN,NaN,335.0920919,NaN,10.02745336,11.55322142,0.169677797,0.000258683,Not significant,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k25_Locus_4484_Transcript_9_1,NaN,NaN,NaN,4717.983887,1243.134766,14235.00586,NaN,NaN,NaN,17955.48242,46123.76953,30167.48633,3265.199463,6732.041504,NaN,31415.57943,-15.868124,-17.82393453,4.38551E-06,2.00726E-08,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_k25_Locus_4545_Transcript_1_1,3147.37793,2410.812744,4237.407715,NaN,NaN,NaN,11541.73047,10503.99219,4398.93457,NaN,NaN,NaN,NaN,NaN,8814.885743,NaN,14.61447549,16.17067284,0.000170993,2.01732E-06,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k25_Locus_4647_Transcript_1_1;KC1-P2-N_k61_Locus_24183_Transcript_1_1,NaN,NaN,NaN,51982.54297,15531.46387,44196.41406,NaN,NaN,2649.554932,60285,66982.46875,70771.25781,6181.926595,37236.80697,2649.554932,66012.90885,-18.269114,-5.714465136,6.49232E-09,0.042002646,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_k25_Locus_4803_Transcript_8_1;KC1-P2_N4_k25_Locus_1223_Transcript_3_1;KC1-P2-N_CL2604Contig1_1;KC1-P2-N_k25_Locus_5703_Transcript_9_1;KC1-P2-N_k61_Locus_6258_Transcript_5_1,5256.55957,6000.894531,7288.325684,NaN,NaN,NaN,9167.173828,8598.477539,8850.035156,NaN,NaN,NaN,NaN,NaN,8871.895508,NaN,15.52629602,16.25585544,4.94119E-06,1.18374E-06,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k25_Locus_4906_Transcript_1_1,NaN,NaN,NaN,32323.43555,25096.34375,32744.40039,NaN,NaN,NaN,36239.15234,40072.07813,34390.02344,15192.10938,30054.72656,NaN,36900.41797,-17.97761854,-18.06539077,1.04296E-08,1.00226E-08,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_k25_Locus_4957_Transcript_4_1,17202.2168,15963.9541,12410.15723,NaN,NaN,NaN,20852.40625,6538.453125,19707.69531,NaN,NaN,NaN,14629.52832,NaN,15699.51823,NaN,16.89892693,17.09749515,1.46103E-07,2.67094E-07,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k25_Locus_5510_Transcript_2_1,23193.85547,6065.201172,NaN,80056.41406,17660.375,354209.5313,NaN,NaN,NaN,63198.20313,22133.30469,25767.9707,NaN,150642.1068,NaN,37033.15951,-3.867270285,-18.07841497,0.089422243,1.48965E-08,Not significant,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_k25_Locus_6374_Transcript_4_1,NaN,NaN,NaN,172640.3281,212376.2344,146274.9844,NaN,NaN,NaN,301567.9688,292019.125,252584.2656,2372.369568,177097.1823,NaN,282057.1198,-20.5360026,-21.00024183,3.37878E-12,6.60425E-13,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_k25_Locus_6527_Transcript_7_1,486.8200073,5366.863281,1263.425415,337819.4688,279868.7813,393486.8438,1906.235474,2088.618164,1828.423096,162656.625,324584.4688,291948.125,NaN,337058.3646,1941.092245,259729.7396,-7.381741927,-6.821283046,4.98206E-05,4.23668E-05,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_k25_Locus_6867_Transcript_6_1,NaN,NaN,NaN,NaN,NaN,5228.44873,NaN,NaN,NaN,11459.9082,17456.08203,2914.081055,91972.35155,5228.44873,NaN,10610.02376,-13.98155483,-16.23947027,0.037635524,2.33711E-06,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_k25_Locus_7521_Transcript_1_1,37747.22656,115402.8984,122766.9297,52481.10156,37640.49219,46702.73828,8198.705078,8151.137695,8905.170898,23867.31836,26395.46094,21826.90234,15446.03174,45608.11068,8418.33789,24029.89388,0.759094377,-1.255561887,0.573374799,0.396133114,Not significant,Not significant,B. bigelowii transcriptomes
KC1-P2_N3_k25_Locus_7745_Transcript_5_1;KC1-P2_N3_k31_Locus_7400_Transcript_2_1;KC1-P2_N4_k25_Locus_10401_Transcript_3_1;KC1-P2-N_CL7192Contig1_1;KC1-P2-N_k31_Locus_1412_Transcript_3_1,5701.589355,19833.45898,20803.04688,NaN,NaN,79352.41406,3970.518799,4171.655762,3817.049561,12929.50488,NaN,NaN,11632.52978,79352.41406,3986.408041,12929.50488,-1.155680352,0.121615019,0.667008442,0.965303574,Not significant,Not significant,B. bigelowii transcriptomes
KC1-P2_N3_k25_Locus_8007_Transcript_1_1,12739.62988,7567.656738,14590.30273,NaN,NaN,NaN,22307.31641,15103.91895,15024.00293,NaN,NaN,NaN,NaN,NaN,17478.41276,NaN,16.47256966,17.20581053,5.90564E-07,1.16582E-07,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k25_Locus_802_Transcript_4_1,NaN,NaN,NaN,74910.96875,40939.17188,73596.6875,NaN,NaN,NaN,109664.375,121670.2422,122514.8203,2490.707398,63148.94271,NaN,117949.8125,-19.04380225,-19.74536935,6.47762E-11,1.2581E-11,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_k25_Locus_8028_Transcript_2_1,25.30835152,4956.106445,NaN,NaN,NaN,NaN,6206.184082,2897.75708,6316.554688,NaN,NaN,NaN,NaN,NaN,5140.165283,NaN,13.58826378,15.48887867,0.01941784,4.91737E-06,UCYN-A,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k25_Locus_8748_Transcript_4_1;KC1-P2_N3_k55_Locus_8623_Transcript_4_1;KC1-P2-N_k25_Locus_11162_Transcript_8_1;KC1-P2-N_k31_Locus_10911_Transcript_7_1,NaN,NaN,NaN,NaN,NaN,NaN,1364.317627,2232.803955,3561.539551,NaN,NaN,NaN,225230.9766,NaN,2386.220378,NaN,0,14.44104785,1,4.12402E-05,Not significant,UCYN-A,B. bigelowii transcriptomes
KC1-P2_N3_k25_Locus_8783_Transcript_3_1,92078.64844,260819.5938,322794.6875,40642.73438,53003.84375,45404.65234,94429.36719,69501.11719,77416.36719,27773.34375,NaN,22013.18359,NaN,46350.41016,80448.95052,24893.26367,2.002906381,2.477944548,0.141658979,0.221405305,Not significant,Not significant,B. bigelowii transcriptomes
KC1-P2_N3_k25_Locus_9261_Transcript_5_1,NaN,NaN,NaN,5519.182129,7240.092773,15323.02637,NaN,NaN,NaN,119162.7266,107261.375,86020.17188,17939.86418,9360.767091,NaN,104148.0912,-16.33853302,-19.56164811,8.73736E-07,1.81755E-11,Whole culture,Whole culture,B. bigelowii transcriptomes
KC1-P2_N3_k25_Locus_9682_Transcript_1_1,2930.057373,22445.80664,28443.72852,NaN,NaN,NaN,9182.907227,6739.129883,4747.42041,NaN,NaN,NaN,1757.817444,NaN,6889.819173,NaN,16.90613269,15.83855334,2.35285E-07,2.87451E-06,UCYN-A,UCYN-A,B. bigelowii transcriptomes
