target,similarity,From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (GO),Active site,Binding site,Catalytic activity,Cofactor,EC number,Function [CC],Pathway,Rhea ID,Site,Subunit structure,Chain,Signal peptide,AlphaFoldDB
A0A813HMB0,0.9958999752998352,A0A813HMB0,A0A813HMB0,unreviewed,A0A813HMB0_POLGL,NADP-dependent oxidoreductase domain-containing protein,PGLA1383_LOCUS54238,Polarella glacialis (Dinoflagellate),561.0,oxidoreductase activity [GO:0016491]; organic substance metabolic process [GO:0071704]; small molecule metabolic process [GO:0044281],,,,,,,,,,,"CHAIN 20..561; /note=""NADP-dependent oxidoreductase domain-containing protein""; /evidence=""ECO:0000256|SAM:SignalP""; /id=""PRO_5032368206""","SIGNAL 1..19; /evidence=""ECO:0000256|SAM:SignalP""",A0A813HMB0;
A0A7S0YXA9,0.9961000084877014,A0A7S0YXA9,A0A7S0YXA9,unreviewed,A0A7S0YXA9_9CRYP,Phospholipase B-like,HTEP1355_LOCUS12406,Hemiselmis tepida,329.0,,,,,,,,,,,,,,A0A7S0YXA9;
A0A7S4FRG7,0.9957000017166138,A0A7S4FRG7,A0A7S4FRG7,unreviewed,A0A7S4FRG7_9EUGL,NAD(P)-binding domain-containing protein,EGYM00163_LOCUS20603,Eutreptiella gymnastica,454.0,,,,,,,,,,,,,,A0A7S4FRG7;
A0A8H6CGV2,0.9952999949455261,A0A8H6CGV2,A0A8H6CGV2,unreviewed,A0A8H6CGV2_9LECA,DUF28 domain-containing protein,HO133_000177,Letharia lupina,399.0,membrane [GO:0016020],,,,,,,,,,,,,
A0A812TBJ3,0.9957000017166138,A0A812TBJ3,A0A812TBJ3,unreviewed,A0A812TBJ3_9DINO,Mcb protein,mcb SLIN2456_LOCUS17313,Symbiodinium sp. CCMP2456,339.0,,,,,,,,,,,,,,A0A812TBJ3;
A0A813B7C6,0.9954000115394592,A0A813B7C6,A0A813B7C6,,A0A813B7C6_9DINO,deleted,,,,,,,,,,,,,,,,,
A0A813DLS6,0.9966999888420105,A0A813DLS6,A0A813DLS6,unreviewed,A0A813DLS6_POLGL,Cytochrome P450,PGLA1383_LOCUS6293,Polarella glacialis (Dinoflagellate),1114.0,"heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]",,,,,,,,,,,,,A0A813DLS6;
A0A7S4BKC1,0.9965000152587891,A0A7S4BKC1,A0A7S4BKC1,unreviewed,A0A7S4BKC1_CHRCT,Apple domain-containing protein,PCAR00345_LOCUS20705,Chrysotila carterae (Marine alga) (Syracosphaera carterae),629.0,,,,,,,,,,,,"CHAIN 21..629; /note=""Apple domain-containing protein""; /evidence=""ECO:0000256|SAM:SignalP""; /id=""PRO_5030940456""","SIGNAL 1..20; /evidence=""ECO:0000256|SAM:SignalP""",A0A7S4BKC1;
A0A836C6B3,0.9955999851226807,A0A836C6B3,A0A836C6B3,unreviewed,A0A836C6B3_9CHLO,FAS1 domain-containing protein,HYH03_000777,Edaphochlamys debaryana,186.0,,,,,,,,,,,,"CHAIN 25..186; /note=""FAS1 domain-containing protein""; /evidence=""ECO:0000256|SAM:SignalP""; /id=""PRO_5032949416""","SIGNAL 1..24; /evidence=""ECO:0000256|SAM:SignalP""",A0A836C6B3;
A0A6A6IBJ0,0.996399998664856,A0A6A6IBJ0,A0A6A6IBJ0,unreviewed,A0A6A6IBJ0_9PLEO,EGF-like domain-containing protein,BU26DRAFT_567246,Trematosphaeria pertusa,536.0,,,,,,,,,,,,,,A0A6A6IBJ0;
A0A0G4FLF2,0.9955000281333923,A0A0G4FLF2,A0A0G4FLF2,unreviewed,A0A0G4FLF2_VITBC,Alpha/beta hydrolase fold-5 domain-containing protein,Vbra_9305,Vitrella brassicaformis (strain CCMP3155),670.0,hydrolase activity [GO:0016787],,,,,,,,,,,"CHAIN 17..670; /note=""Alpha/beta hydrolase fold-5 domain-containing protein""; /evidence=""ECO:0000256|SAM:SignalP""; /id=""PRO_5005188770""","SIGNAL 1..16; /evidence=""ECO:0000256|SAM:SignalP""",A0A0G4FLF2;
A0A813KJ42,0.9954000115394592,A0A813KJ42,A0A813KJ42,unreviewed,A0A813KJ42_POLGL,U-box domain-containing protein,PGLA2088_LOCUS34008,Polarella glacialis (Dinoflagellate),1051.0,metal ion binding [GO:0046872]; phosphoprotein phosphatase activity [GO:0004721]; ubiquitin-protein transferase activity [GO:0004842]; protein ubiquitination [GO:0016567],,,,,,,,,,,"CHAIN 16..1051; /note=""U-box domain-containing protein""; /evidence=""ECO:0000256|SAM:SignalP""; /id=""PRO_5032878367""","SIGNAL 1..15; /evidence=""ECO:0000256|SAM:SignalP""",A0A813KJ42;
A0A0M0LA05,0.9958999752998352,A0A0M0LA05,A0A0M0LA05,unreviewed,A0A0M0LA05_9EUKA,Lon N-terminal domain-containing protein,Ctob_012647,Chrysochromulina tobinii,559.0,,,,,,,,,,,,,,A0A0M0LA05;
A0A7S0FN56,0.9962999820709229,A0A7S0FN56,A0A7S0FN56,unreviewed,A0A7S0FN56_9DINO,Transmembrane protein,PBAH0796_LOCUS19850,Pyrodinium bahamense,944.0,membrane [GO:0016020],,,,,,,,,,,,,A0A7S0FN56;
E1ZRI9,0.9955000281333923,E1ZRI9,E1ZRI9,unreviewed,E1ZRI9_CHLVA,AP2/ERF domain-containing protein,CHLNCDRAFT_55033,Chlorella variabilis (Green alga),1044.0,nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],,,,,,,,,,,,,E1ZRI9;
A0A813BHS4,0.996399998664856,A0A813BHS4,A0A813BHS4,,A0A813BHS4_9DINO,deleted,,,,,,,,,,,,,,,,,
A0A7S3WDR5,0.9965999722480774,A0A7S3WDR5,A0A7S3WDR5,unreviewed,A0A7S3WDR5_9SPIT,Mannosyl-oligosaccharide glucosidase (EC 3.2.1.106),SACU0126_LOCUS12708,Strombidinopsis acuminata,270.0,endoplasmic reticulum membrane [GO:0005789]; Glc3Man9GlcNAc2 oligosaccharide glucosidase activity [GO:0004573]; oligosaccharide metabolic process [GO:0009311]; protein N-linked glycosylation [GO:0006487],,,"CATALYTIC ACTIVITY: Reaction=H2O + N(4)-(alpha-D-Glc-(1->2)-alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc)-L-asparaginyl-[protein] = beta-D-glucose + N(4)-(alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc)-L-asparaginyl-[protein]; Xref=Rhea:RHEA:55988, Rhea:RHEA-COMP:12806, Rhea:RHEA-COMP:14355, ChEBI:CHEBI:15377, ChEBI:CHEBI:15903, ChEBI:CHEBI:59082, ChEBI:CHEBI:132537; EC=3.2.1.106; Evidence={ECO:0000256|RuleBase:RU368089};",,3.2.1.106,"FUNCTION: Cleaves the distal alpha 1,2-linked glucose residue from the Glc(3)Man(9)GlcNAc(2) oligosaccharide precursor. {ECO:0000256|RuleBase:RU368089}.",,RHEA:55988,,,,,A0A7S3WDR5;
A0A813DI73,0.9958000183105469,A0A813DI73,A0A813DI73,unreviewed,A0A813DI73_POLGL,ETFB lysine methyltransferase (Protein N-lysine methyltransferase METTL20),PGLA1383_LOCUS6441,Polarella glacialis (Dinoflagellate),839.0,,,,,,,,,,,,,,A0A813DI73;
A0A812Z337,0.9961000084877014,A0A812Z337,A0A812Z337,unreviewed,A0A812Z337_9DINO,Ttc30a protein,ttc30a SLIN2456_LOCUS30665,Symbiodinium sp. CCMP2456,1341.0,cilium [GO:0005929]; cell projection organization [GO:0030030],,,,,,,,,,,"CHAIN 28..1341; /evidence=""ECO:0000256|SAM:SignalP""; /id=""PRO_5032581744""","SIGNAL 1..27; /evidence=""ECO:0000256|SAM:SignalP""",
A0A812ZNJ0,0.9970999956130981,A0A812ZNJ0,A0A812ZNJ0,unreviewed,A0A812ZNJ0_9DINO,"glucan endo-1,3-beta-D-glucosidase (EC 3.2.1.39)",DSE4 STRI2592_LOCUS44195,Symbiodinium sp. CCMP2592,1740.0,"glucan endo-1,3-beta-D-glucosidase activity [GO:0042973]; glucan endo-1,3-beta-glucanase activity, C-3 substituted reducing group [GO:0052861]; cell wall organization [GO:0071555]; polysaccharide catabolic process [GO:0000272]",,,CATALYTIC ACTIVITY: Reaction=Hydrolysis of (1->3)-beta-D-glucosidic linkages in (1->3)-beta-D-glucans.; EC=3.2.1.39; Evidence={ECO:0000256|ARBA:ARBA00000382};,,3.2.1.39,,,,,,,,
A0A813FJF6,0.9968000054359436,A0A813FJF6,A0A813FJF6,unreviewed,A0A813FJF6_POLGL,Phospholipase/carboxylesterase/thioesterase domain-containing protein,PGLA1383_LOCUS29901,Polarella glacialis (Dinoflagellate),508.0,hydrolase activity [GO:0016787],,,,,,,,,,,"CHAIN 19..508; /note=""Phospholipase/carboxylesterase/thioesterase domain-containing protein""; /evidence=""ECO:0000256|SAM:SignalP""; /id=""PRO_5033032266""","SIGNAL 1..18; /evidence=""ECO:0000256|SAM:SignalP""",A0A813FJF6;
A0A812RMA7,0.9955999851226807,A0A812RMA7,A0A812RMA7,unreviewed,A0A812RMA7_9DINO,BglB protein,bglB SLIN2456_LOCUS14661,Symbiodinium sp. CCMP2456,494.0,membrane [GO:0016020],,,,,,,,,,,,,A0A812RMA7;
A0A1Q9CPV5,0.9968000054359436,A0A1Q9CPV5,A0A1Q9CPV5,unreviewed,A0A1Q9CPV5_SYMMI,"9-cis-epoxycarotenoid dioxygenase NCED9, chloroplastic",NCED9 AK812_SmicGene34109,Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica),629.0,"metal ion binding [GO:0046872]; oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen [GO:0016702]",,"BINDING 283; /ligand=""Fe cation""; /ligand_id=""ChEBI:CHEBI:24875""; /ligand_note=""catalytic""; /evidence=""ECO:0000256|PIRSR:PIRSR604294-1""; BINDING 334; /ligand=""Fe cation""; /ligand_id=""ChEBI:CHEBI:24875""; /ligand_note=""catalytic""; /evidence=""ECO:0000256|PIRSR:PIRSR604294-1""; BINDING 399; /ligand=""Fe cation""; /ligand_id=""ChEBI:CHEBI:24875""; /ligand_note=""catalytic""; /evidence=""ECO:0000256|PIRSR:PIRSR604294-1""; BINDING 615; /ligand=""Fe cation""; /ligand_id=""ChEBI:CHEBI:24875""; /ligand_note=""catalytic""; /evidence=""ECO:0000256|PIRSR:PIRSR604294-1""",,COFACTOR: Name=Fe(2+); Xref=ChEBI:CHEBI:29033; Evidence={ECO:0000256|PIRSR:PIRSR604294-1}; Note=Binds 1 Fe(2+) ion per subunit. {ECO:0000256|PIRSR:PIRSR604294-1};,,,,,,,,,A0A1Q9CPV5;
A0A812ZU68,0.9962999820709229,A0A812ZU68,A0A812ZU68,unreviewed,A0A812ZU68_9DINO,Protein kinase domain-containing protein,STRI2592_LOCUS45343,Symbiodinium sp. CCMP2592,926.0,ATP binding [GO:0005524]; protein kinase activity [GO:0004672],,,,,,,,,,,,,A0A812ZU68;
A0A812J112,0.9962000250816345,A0A812J112,A0A812J112,,A0A812J112_9DINO,deleted,,,,,,,,,,,,,,,,,
A0A1Q9F2I6,0.9951000213623047,A0A1Q9F2I6,A0A1Q9F2I6,unreviewed,A0A1Q9F2I6_SYMMI,"Zeaxanthin epoxidase, chloroplastic",AK812_SmicGene2030,Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica),4878.0,FAD binding [GO:0071949]; oxidoreductase activity [GO:0016491]; S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]; methylation [GO:0032259],,,,COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000256|ARBA:ARBA00001974};,,,,,,,,,
A0A023BB75,0.9959999918937683,A0A023BB75,A0A023BB75,unreviewed,A0A023BB75_GRENI,Putative tRNA-binding domain protein,GNI_032210,Gregarina niphandrodes (Septate eugregarine),306.0,tRNA binding [GO:0000049],,,,,,,,,,,,,A0A023BB75;
A0A1D2A9K6,0.9959999918937683,A0A1D2A9K6,A0A1D2A9K6,unreviewed,A0A1D2A9K6_AUXPR,ShKT domain-containing protein,g.33888,Auxenochlorella protothecoides (Green microalga) (Chlorella protothecoides),464.0,oxidoreductase activity [GO:0016491],,,,,,,,,,,,,A0A1D2A9K6;
A0A150G736,0.9968000054359436,A0A150G736,A0A150G736,unreviewed,A0A150G736_GONPE,Glycosyl transferase CAP10 domain-containing protein,GPECTOR_53g169,Gonium pectorale (Green alga),346.0,membrane [GO:0016020],,,,,,,,,,,,,A0A150G736;
A0A1Q9DKT7,0.9958000183105469,A0A1Q9DKT7,A0A1Q9DKT7,unreviewed,A0A1Q9DKT7_SYMMI,Crooked neck-like protein 1,Crnkl1 AK812_SmicGene22089,Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica),3257.0,"membrane [GO:0016020]; mRNA splicing, via spliceosome [GO:0000398]",,,,,,,,,,,"CHAIN 22..3257; /evidence=""ECO:0000256|SAM:SignalP""; /id=""PRO_5013317116""","SIGNAL 1..21; /evidence=""ECO:0000256|SAM:SignalP""",
A0A812GL19,0.9959999918937683,A0A812GL19,A0A812GL19,unreviewed,A0A812GL19_9DINO,Protein C10,STRI2592_LOCUS473,Symbiodinium sp. CCMP2592,1044.0,membrane [GO:0016020],,,,,,,,,,,,,A0A812GL19;
A0A2P6TBJ8,0.9955000281333923,A0A2P6TBJ8,A0A2P6TBJ8,unreviewed,A0A2P6TBJ8_CHLSO,Methionine adenosyltransferase 2 subunit beta,C2E21_9398,Chlorella sorokiniana (Freshwater green alga),746.0,RNA binding [GO:0003723]; transferase activity [GO:0016740],,,,,,,,,,,,,A0A2P6TBJ8;
A0A7J6LBK0,0.9958000183105469,A0A7J6LBK0,A0A7J6LBK0,unreviewed,A0A7J6LBK0_PEROL,CCHC-type domain-containing protein,FOZ61_006769,Perkinsus olseni (Perkinsus atlanticus),1720.0,cytoplasm [GO:0005737]; nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]; rescue of stalled ribosome [GO:0072344],,,,,,,,,,,,,
A0A812M5R9,0.9959999918937683,A0A812M5R9,A0A812M5R9,unreviewed,A0A812M5R9_9DINO,Wwox protein,Wwox SNAT2548_LOCUS13468,Symbiodinium natans,656.0,oxidoreductase activity [GO:0016491],,,,,,,,,,,,,A0A812M5R9;
A0A7S3TEY8,0.9962000250816345,A0A7S3TEY8,A0A7S3TEY8,unreviewed,A0A7S3TEY8_EMIHU,Serine aminopeptidase S33 domain-containing protein,EHUX00137_LOCUS37352,Emiliania huxleyi (Coccolithophore) (Pontosphaera huxleyi),356.0,,,,,,,,,,,,"CHAIN 18..356; /note=""Serine aminopeptidase S33 domain-containing protein""; /evidence=""ECO:0000256|SAM:SignalP""; /id=""PRO_5031210399""","SIGNAL 1..17; /evidence=""ECO:0000256|SAM:SignalP""",A0A7S3TEY8;
A0A7S1AAC6,0.9958999752998352,A0A7S1AAC6,A0A7S1AAC6,unreviewed,A0A7S1AAC6_NOCSC,DOMON domain-containing protein,NSCI0253_LOCUS22063,Noctiluca scintillans (Sea sparkle) (Red tide dinoflagellate),469.0,,,,,,,,,,,,,,A0A7S1AAC6;
A0A7S4BA34,0.9975000023841858,A0A7S4BA34,A0A7S4BA34,unreviewed,A0A7S4BA34_CHRCT,"Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent)",PCAR00345_LOCUS11978,Chrysotila carterae (Marine alga) (Syracosphaera carterae),206.0,,,,,,,,,,,,,,A0A7S4BA34;
A0A7S4Q2M4,0.9962000250816345,A0A7S4Q2M4,A0A7S4Q2M4,unreviewed,A0A7S4Q2M4_9DINO,WW domain-containing protein,AMON00008_LOCUS9174,Alexandrium monilatum,557.0,,,,,,,,,,,,,,A0A7S4Q2M4;
A0A7S3RHP7,0.9954000115394592,A0A7S3RHP7,A0A7S3RHP7,unreviewed,A0A7S3RHP7_9SPIT,Apple domain-containing protein,SACU0126_LOCUS3288,Strombidinopsis acuminata,563.0,,,,,,,,,,,,,,A0A7S3RHP7;
A0A1Q9DRX6,0.9959999918937683,A0A1Q9DRX6,A0A1Q9DRX6,unreviewed,A0A1Q9DRX6_SYMMI,Apple domain-containing protein,AK812_SmicGene19672,Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica),438.0,,,,,,,,,,,,"CHAIN 20..438; /note=""Apple domain-containing protein""; /evidence=""ECO:0000256|SAM:SignalP""; /id=""PRO_5013113494""","SIGNAL 1..19; /evidence=""ECO:0000256|SAM:SignalP""",A0A1Q9DRX6;
A0A448YWA2,0.9965000152587891,A0A448YWA2,A0A448YWA2,unreviewed,A0A448YWA2_9STRA,Integrase catalytic domain-containing protein,PSNMU_V1.4_AUG-EV-PASAV3_0007560,Pseudo-nitzschia multistriata,824.0,lysosome [GO:0005764]; membrane [GO:0016020],,,,,,,,,,,,,A0A448YWA2;
A0A813ADM0,0.9961000084877014,A0A813ADM0,A0A813ADM0,,A0A813ADM0_9DINO,deleted,,,,,,,,,,,,,,,,,
A0A7S3ADP1,0.9958000183105469,A0A7S3ADP1,A0A7S3ADP1,unreviewed,A0A7S3ADP1_9EUKA,Nudix hydrolase domain-containing protein,HERI1096_LOCUS1362,Haptolina ericina,324.0,,,,,,,,,,,,"CHAIN 20..324; /note=""Nudix hydrolase domain-containing protein""; /evidence=""ECO:0000256|SAM:SignalP""; /id=""PRO_5030533037""","SIGNAL 1..19; /evidence=""ECO:0000256|SAM:SignalP""",A0A7S3ADP1;
R1EYG8,0.9955999851226807,R1EYG8,R1EYG8,unreviewed,R1EYG8_EMIHU,BspA family leucine-rich repeat surface protein,EMIHUDRAFT_112706,Emiliania huxleyi (Coccolithophore) (Pontosphaera huxleyi),330.0,,,,,,,,,,,,"CHAIN 18..330; /note=""BspA family leucine-rich repeat surface protein""; /evidence=""ECO:0000256|SAM:SignalP""; /id=""PRO_5014592580""","SIGNAL 1..17; /evidence=""ECO:0000256|SAM:SignalP""",
C1E595,0.9961000084877014,C1E595,C1E595,unreviewed,C1E595_MICCC,Lipoprotein,MICPUN_99842,Micromonas commoda (strain RCC299 / NOUM17 / CCMP2709) (Picoplanktonic green alga),642.0,,,,,,,,,,,,,,C1E595;
A0A812K300,0.9959999918937683,A0A812K300,A0A812K300,,A0A812K300_9DINO,deleted,,,,,,,,,,,,,,,,,
A0A7S4BKC1,0.9962000250816345,A0A7S4BKC1,A0A7S4BKC1,unreviewed,A0A7S4BKC1_CHRCT,Apple domain-containing protein,PCAR00345_LOCUS20705,Chrysotila carterae (Marine alga) (Syracosphaera carterae),629.0,,,,,,,,,,,,"CHAIN 21..629; /note=""Apple domain-containing protein""; /evidence=""ECO:0000256|SAM:SignalP""; /id=""PRO_5030940456""","SIGNAL 1..20; /evidence=""ECO:0000256|SAM:SignalP""",A0A7S4BKC1;
A0A6A6IBJ0,0.9973000288009644,A0A6A6IBJ0,A0A6A6IBJ0,unreviewed,A0A6A6IBJ0_9PLEO,EGF-like domain-containing protein,BU26DRAFT_567246,Trematosphaeria pertusa,536.0,,,,,,,,,,,,,,A0A6A6IBJ0;
A0A812KIR7,0.9962000250816345,A0A812KIR7,A0A812KIR7,unreviewed,A0A812KIR7_9DINO,Peptidase A2 domain-containing protein,STRI2592_LOCUS9571,Symbiodinium sp. CCMP2592,618.0,,,,,,,,,,,,,,A0A812KIR7;
F1NEN7,0.9969000220298767,F1NEN7,F1NEN7,,F1NEN7_CHICK,deleted,,,,,,,,,,,,,,,,,
A0A8J5XFW7,0.9976000189781189,A0A8J5XFW7,A0A8J5XFW7,unreviewed,A0A8J5XFW7_DIALT,"phosphogluconate dehydrogenase (NADP(+)-dependent, decarboxylating) (EC 1.1.1.44)",KFE25_002079,Diacronema lutheri (Unicellular marine alga) (Monochrysis lutheri),582.0,NADP binding [GO:0050661]; phosphogluconate dehydrogenase (decarboxylating) activity [GO:0004616]; D-gluconate metabolic process [GO:0019521]; pentose-phosphate shunt [GO:0006098],,,,,1.1.1.44,"FUNCTION: Catalyzes the oxidative decarboxylation of 6-phosphogluconate to ribulose 5-phosphate and CO(2), with concomitant reduction of NADP to NADPH. {ECO:0000256|ARBA:ARBA00002526}.",PATHWAY: Carbohydrate degradation; pentose phosphate pathway; D-ribulose 5-phosphate from D-glucose 6-phosphate (oxidative stage): step 3/3. {ECO:0000256|ARBA:ARBA00004874}.,,,,,,
A0A6I4T7Z4,0.9966999888420105,A0A6I4T7Z4,A0A6I4T7Z4,unreviewed,A0A6I4T7Z4_9SPHN,DUF2330 domain-containing protein,GRI91_11440,Altericroceibacterium endophyticum,424.0,membrane [GO:0016020],,,,,,,,,,,,,A0A6I4T7Z4;
L1JS97,0.9962999820709229,L1JS97,L1JS97,unreviewed,L1JS97_GUITC,Peptidase S8/S53 domain-containing protein,GUITHDRAFT_134780,Guillardia theta (strain CCMP2712) (Cryptophyte),1421.0,serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508],,,,,,,,,,,"CHAIN 26..1421; /note=""Peptidase S8/S53 domain-containing protein""; /evidence=""ECO:0000256|SAM:SignalP""; /id=""PRO_5008771708""","SIGNAL 1..25; /evidence=""ECO:0000256|SAM:SignalP""",
A0A1Y2H9X1,0.9958000183105469,A0A1Y2H9X1,A0A1Y2H9X1,unreviewed,A0A1Y2H9X1_9FUNG,Peptidase S1 domain-containing protein,BCR44DRAFT_1447572,Catenaria anguillulae PL171,353.0,membrane [GO:0016020],,,,,,,,,,,,,A0A1Y2H9X1;
A0A3A4REG9,0.9962000250816345,A0A3A4REG9,A0A3A4REG9,unreviewed,A0A3A4REG9_9BURK,GNAT family N-acetyltransferase,C4535_16385,Comamonadaceae bacterium,869.0,"acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]",,,,,,,,,,,,,A0A3A4REG9;
A0A812K278,0.9965999722480774,A0A812K278,A0A812K278,,A0A812K278_9DINO,deleted,,,,,,,,,,,,,,,,,
A0A8H4Q0L4,0.9969000220298767,A0A8H4Q0L4,A0A8H4Q0L4,unreviewed,A0A8H4Q0L4_9HYPO,Putative enterotoxin,GQ602_007070,Ophiocordyceps camponoti-floridani,835.0,,,,,,,,,,,,,,
A0A061R4G0,0.9744470866331483,A0A061R4G0,A0A061R4G0,unreviewed,A0A061R4G0_9CHLO,Isocitrate dehydrogenase (NADP(+)),TSPGSL018_15746,Tetraselmis sp. GSL018,73.0,,,,,,,,,,,,,,A0A061R4G0;
A0A813HHY7,0.9958999752998352,A0A813HHY7,A0A813HHY7,unreviewed,A0A813HHY7_POLGL,Nudix hydrolase domain-containing protein,PGLA1383_LOCUS53116,Polarella glacialis (Dinoflagellate),596.0,,,,,,,,,,,,,,A0A813HHY7;
A0A7S4PYM6,0.9958000183105469,A0A7S4PYM6,A0A7S4PYM6,unreviewed,A0A7S4PYM6_9DINO,Peptidase S53 activation domain-containing protein,AMON00008_LOCUS6434,Alexandrium monilatum,342.0,membrane [GO:0016020]; serine-type peptidase activity [GO:0008236],,,,,,,,,,,"CHAIN 17..342; /note=""Peptidase S53 activation domain-containing protein""; /evidence=""ECO:0000256|SAM:SignalP""; /id=""PRO_5031511058""","SIGNAL 1..16; /evidence=""ECO:0000256|SAM:SignalP""",A0A7S4PYM6;
A0A7J7QNK3,0.9951000213623047,A0A7J7QNK3,A0A7J7QNK3,unreviewed,A0A7J7QNK3_9CHLO,Bromo domain-containing protein,COO60DRAFT_1623919,Scenedesmus sp. NREL 46B-D3,1205.0,,,,,,,,,,,,,,A0A7J7QNK3;
A0A813DLS6,0.9961000084877014,A0A813DLS6,A0A813DLS6,unreviewed,A0A813DLS6_POLGL,Cytochrome P450,PGLA1383_LOCUS6293,Polarella glacialis (Dinoflagellate),1114.0,"heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]",,,,,,,,,,,,,A0A813DLS6;
A0A812TD32,0.996399998664856,A0A812TD32,A0A812TD32,unreviewed,A0A812TD32_9DINO,C2H2-type domain-containing protein,SNEC2469_LOCUS14731,Symbiodinium necroappetens,1155.0,membrane [GO:0016020]; oxidoreductase activity [GO:0016491],,,,,,,,,,,,,A0A812TD32;
A0A1Q9DSL7,0.9950000047683716,A0A1Q9DSL7,A0A1Q9DSL7,unreviewed,A0A1Q9DSL7_SYMMI,Reticulocyte-binding protein 2-like a,AK812_SmicGene19417,Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica),926.0,,,,,,,,,,,,,,A0A1Q9DSL7;
A0A7S4T581,0.9958000183105469,A0A7S4T581,A0A7S4T581,unreviewed,A0A7S4T581_9DINO,Amine oxidase,AMON00008_LOCUS62927,Alexandrium monilatum,718.0,membrane [GO:0016020],,,,,,,,,,,,,A0A7S4T581;
A0A0G4FVX8,0.9958000183105469,A0A0G4FVX8,A0A0G4FVX8,unreviewed,A0A0G4FVX8_VITBC,Leucine-rich repeat-containing N-terminal plant-type domain-containing protein,Vbra_411,Vitrella brassicaformis (strain CCMP3155),468.0,,,,,,,,,,,,"CHAIN 20..468; /note=""Leucine-rich repeat-containing N-terminal plant-type domain-containing protein""; /evidence=""ECO:0000256|SAM:SignalP""; /id=""PRO_5005189142""","SIGNAL 1..19; /evidence=""ECO:0000256|SAM:SignalP""",A0A0G4FVX8;
A0A7S0EK08,0.9983999729156494,A0A7S0EK08,A0A7S0EK08,unreviewed,A0A7S0EK08_9EUKA,EF-hand domain-containing protein,PANT1444_LOCUS9116,Phaeocystis antarctica,415.0,calcium ion binding [GO:0005509],,,,,,,,,,,,,A0A7S0EK08;
A0A813A2H9,0.9952999949455261,A0A813A2H9,A0A813A2H9,unreviewed,A0A813A2H9_9DINO,YIPF1 protein,YIPF1 SNEC2469_LOCUS26183,Symbiodinium necroappetens,1211.0,Golgi apparatus [GO:0005794]; membrane [GO:0016020]; calcium ion binding [GO:0005509]; small GTPase binding [GO:0031267]; vesicle-mediated transport [GO:0016192],,,,,,,,,,,,,A0A813A2H9;
I0YK48,0.9965999722480774,I0YK48,I0YK48,unreviewed,I0YK48_COCSC,RAP domain-containing protein,COCSUDRAFT_49195,Coccomyxa subellipsoidea (strain C-169) (Green microalga),845.0,membrane [GO:0016020]; mitochondrion [GO:0005739]; regulation of mitochondrial mRNA stability [GO:0044528],,,,,,,,,,,,,I0YK48;
A0A813AFI1,0.9958999752998352,A0A813AFI1,A0A813AFI1,,A0A813AFI1_SYMMI,deleted,,,,,,,,,,,,,,,,,
